customer_id,signup_date,city,state,segment,status
CUST000048,2023-12-11,Kochi,Kerala,Value,active
CUST000049,2023-11-29,Varanasi,Uttar Pradesh,Mainstream,active
CUST000050,2023-05-08,Jalandhar,Punjab,Premium,active
CUST000051,2023-10-07,Madurai,Tamil Nadu,Value,churned
CUST000052,2024-01-06,Lucknow,Uttar Pradesh,Value,churned
CUST000053,2023-07-15,Thiruvananthapuram,Kerala,Value,churned
CUST000054,2023-12-06,Gaya,Bihar,Value,churned
CUST000055,2023-12-22,Thiruvananthapuram,Kerala,Value,active
CUST000056,2023-07-27,Kochi,Kerala,Premium,churned
CUST000057,2023-05-15,Lucknow,Uttar Pradesh,Value,active
CUST000058,2023-05-15,Kozhikode,Kerala,Premium,active
CUST000059,2023-04-13,Thiruvananthapuram,Kerala,Value,active
CUST000060,2023-07-14,Nagpur,Maharashtra,Mainstream,active
CUST000061,2023-10-04,Dwarka,Delhi,Value,active
CUST000062,2023-09-22,Bhagalpur,Bihar,Mainstream,active
CUST000063,2023-12-06,New Delhi,Delhi,Value,churned
CUST000064,2023-03-04,Madurai,Tamil Nadu,Premium,active
CUST000065,2023-04-10,Jabalpur,Madhya Pradesh,Value,active
CUST000066,2023-05-23,Noida,Uttar Pradesh,Mainstream,active
CUST000067,2023-11-05,Warangal,Telangana,Value,active
CUST000068,2023-07-17,Hyderabad,Telangana,Value,churned
CUST000069,2023-04-06,Cuttack,Odisha,Mainstream,active
CUST000070,2024-01-12,Faridabad,Haryana,Health-focused,churned
CUST000071,2023-10-18,Silchar,Assam,Mainstream,churned
CUST000072,2023-09-16,Dwarka,Delhi,Value,active
CUST000073,2023-08-13,Jalandhar,Punjab,Premium,active
CUST000074,2024-01-25,Gaya,Bihar,Mainstream,churned
CUST000075,2024-02-16,Warangal,Telangana,Value,active
CUST000076,2023-09-17,Rajkot,Gujarat,Value,churned
CUST000077,2024-01-16,Amritsar,Punjab,Mainstream,churned
CUST000078,2023-08-11,Silchar,Assam,Premium,active
CUST000079,2023-09-15,Thiruvananthapuram,Kerala,Premium,active
CUST000080,2023-06-08,Gurugram,Haryana,Health-focused,active
CUST000081,2023-10-20,Kolkata,West Bengal,Health-focused,churned
CUST000082,2024-02-15,Rajkot,Gujarat,Premium,active
CUST000083,2023-05-08,Salem,Tamil Nadu,Mainstream,active
CUST000084,2023-05-15,Indore,Madhya Pradesh,Value,active
CUST000085,2023-12-29,Cuttack,Odisha,Value,active
CUST000086,2023-11-12,Silchar,Assam,Mainstream,active
CUST000087,2023-08-29,Rourkela,Odisha,Value,churned
CUST000088,2024-01-28,Chennai,Tamil Nadu,Premium,active
CUST000089,2023-03-20,Gurugram,Haryana,Mainstream,churned
CUST000090,2023-10-04,Thiruvananthapuram,Kerala,Health-focused,active
CUST000091,2023-06-19,New Delhi,Delhi,Value,active
CUST000092,2023-10-21,Varanasi,Uttar Pradesh,Value,active
CUST000093,2023-10-31,Warangal,Telangana,Health-focused,churned
CUST000094,2023-04-10,Rohini,Delhi,Mainstream,active
CUST000095,2023-08-20,Dwarka,Delhi,Value,churned
CUST000096,2023-08-23,Patna,Bihar,Mainstream,active
CUST000097,2024-02-17,Guwahati,Assam,Mainstream,active
CUST000098,2023-03-20,Gaya,Bihar,Value,active
CUST000099,2024-01-23,New Delhi,Delhi,Premium,active
CUST000100,2023-06-30,Dwarka,Delhi,Health-focused,active
CUST000101,2023-10-02,Howrah,West Bengal,Value,active
CUST000102,2024-01-14,Patna,Bihar,Premium,active
CUST000103,2023-10-05,Howrah,West Bengal,Mainstream,active
CUST000104,2023-06-07,Kochi,Kerala,Mainstream,active
CUST000105,2023-02-28,Bhagalpur,Bihar,Mainstream,churned
CUST000106,2024-02-21,Surat,Gujarat,Value,active
CUST000107,2023-11-27,Chennai,Tamil Nadu,Premium,active
CUST000108,2023-10-18,Siliguri,West Bengal,Value,churned
CUST000109,2023-11-03,Rohini,Delhi,Mainstream,active
CUST000110,2023-12-23,Jalandhar,Punjab,Mainstream,active
CUST000111,2023-10-18,Rohini,Delhi,Value,active
CUST000112,2023-12-25,Siliguri,West Bengal,Health-focused,active
CUST000113,2023-06-28,Coimbatore,Tamil Nadu,Value,churned
CUST000114,2024-02-16,Bhopal,Madhya Pradesh,Value,churned
CUST000115,2023-12-28,Nizamabad,Telangana,Value,active
CUST000116,2023-06-01,Nizamabad,Telangana,Value,churned
CUST000117,2024-01-22,Silchar,Assam,Mainstream,churned
CUST000118,2023-05-08,Howrah,West Bengal,Mainstream,active
CUST000119,2024-01-09,Siliguri,West Bengal,Premium,churned
CUST000120,2023-11-01,Mangaluru,Karnataka,Health-focused,active
CUST000121,2023-12-10,Hyderabad,Telangana,Premium,churned
CUST000122,2023-09-26,Dibrugarh,Assam,Mainstream,churned
CUST000123,2023-12-12,Gaya,Bihar,Value,active
CUST000124,2023-07-16,Pune,Maharashtra,Value,active
CUST000125,2023-10-18,Kanpur,Uttar Pradesh,Value,active
CUST000126,2023-12-16,Silchar,Assam,Mainstream,active
CUST000127,2023-09-01,Rohini,Delhi,Premium,churned
CUST000128,2023-10-01,Hubballi,Karnataka,Mainstream,churned
CUST000129,2023-03-14,Dwarka,Delhi,Value,active
CUST000130,2023-04-11,Gaya,Bihar,Value,active
CUST000131,2023-06-27,Patna,Bihar,Premium,active
CUST000132,2024-01-04,Vadodara,Gujarat,Premium,active
CUST000133,2023-06-11,Bhubaneswar,Odisha,Mainstream,active
CUST000134,2023-11-25,Ahmedabad,Gujarat,Mainstream,active
CUST000135,2024-02-21,Jodhpur,Rajasthan,Value,churned
CUST000136,2023-11-16,Gwalior,Madhya Pradesh,Mainstream,active
CUST000137,2023-09-24,Dwarka,Delhi,Health-focused,active
CUST000138,2023-05-01,Mangaluru,Karnataka,Premium,active
CUST000139,2023-08-09,Hyderabad,Telangana,Value,active
CUST000140,2023-12-18,Varanasi,Uttar Pradesh,Mainstream,churned
CUST000141,2023-04-05,Kota,Rajasthan,Value,churned
CUST000142,2023-07-18,Salem,Tamil Nadu,Mainstream,active
CUST000143,2023-08-12,Faridabad,Haryana,Health-focused,active
CUST000144,2023-10-18,Mumbai,Maharashtra,Mainstream,active
CUST000145,2023-09-17,Gurugram,Haryana,Premium,active
CUST000146,2023-11-06,Rajkot,Gujarat,Premium,active
CUST000147,2023-08-17,Udaipur,Rajasthan,Premium,active
CUST000148,2023-08-20,Nizamabad,Telangana,Premium,active
CUST000149,2023-10-19,Bengaluru,Karnataka,Value,active
CUST000150,2023-05-17,Mumbai,Maharashtra,Health-focused,active
CUST000151,2023-10-03,Gaya,Bihar,Value,churned
CUST000152,2023-07-30,Surat,Gujarat,Premium,active
CUST000153,2023-08-29,Siliguri,West Bengal,Value,active
CUST000154,2024-01-24,Jaipur,Rajasthan,Value,active
CUST000155,2023-08-01,Kolkata,West Bengal,Value,churned
CUST000156,2024-02-21,Varanasi,Uttar Pradesh,Mainstream,active
CUST000157,2023-04-06,New Delhi,Delhi,Value,active
CUST000158,2024-02-09,Nizamabad,Telangana,Value,churned
CUST000159,2023-08-20,Patna,Bihar,Value,active
CUST000160,2023-10-28,Saket,Delhi,Mainstream,churned
CUST000161,2023-04-19,Coimbatore,Tamil Nadu,Value,active
CUST000162,2023-07-29,Rohini,Delhi,Value,active
CUST000163,2023-05-05,Warangal,Telangana,Premium,active
CUST000164,2023-03-02,Hyderabad,Telangana,Mainstream,active
CUST000165,2023-06-15,Durgapur,West Bengal,Value,active
CUST000166,2023-10-10,Warangal,Telangana,Mainstream,churned
CUST000167,2023-05-08,Ahmedabad,Gujarat,Premium,active
CUST000168,2023-10-03,Saket,Delhi,Value,active
CUST000169,2024-01-22,Ludhiana,Punjab,Value,active
CUST000170,2023-12-30,Coimbatore,Tamil Nadu,Mainstream,active
CUST000171,2024-01-29,Bhopal,Madhya Pradesh,Premium,active
CUST000172,2023-11-13,Indore,Madhya Pradesh,Mainstream,active
CUST000173,2023-03-25,Rajkot,Gujarat,Value,active
CUST000174,2023-06-29,Varanasi,Uttar Pradesh,Value,active
CUST000175,2023-11-23,Silchar,Assam,Mainstream,active
CUST000176,2023-05-04,Nagpur,Maharashtra,Health-focused,active
CUST000177,2023-12-02,Kozhikode,Kerala,Mainstream,active
CUST000178,2023-04-04,Durgapur,West Bengal,Health-focused,active
CUST000179,2023-06-16,Mumbai,Maharashtra,Value,churned
CUST000180,2023-09-17,Bengaluru,Karnataka,Health-focused,active
CUST000181,2023-09-19,Jabalpur,Madhya Pradesh,Mainstream,active
CUST000182,2023-08-03,Coimbatore,Tamil Nadu,Value,active
CUST000183,2023-05-16,Coimbatore,Tamil Nadu,Health-focused,churned
CUST000184,2024-01-24,Jalandhar,Punjab,Mainstream,churned
CUST000185,2023-06-28,Madurai,Tamil Nadu,Mainstream,active
CUST000186,2023-10-06,Mysuru,Karnataka,Value,active
CUST000187,2023-03-26,Saket,Delhi,Mainstream,churned
CUST000188,2024-02-23,Indore,Madhya Pradesh,Value,active
CUST000189,2023-11-07,Nizamabad,Telangana,Value,active
CUST000190,2023-07-08,Panipat,Haryana,Mainstream,active
CUST000191,2023-07-13,Siliguri,West Bengal,Value,active
CUST000192,2023-10-03,New Delhi,Delhi,Value,churned
CUST000193,2023-12-18,Jaipur,Rajasthan,Value,churned
CUST000194,2023-08-29,Salem,Tamil Nadu,Mainstream,active
CUST000195,2023-05-22,Hubballi,Karnataka,Premium,active
CUST000196,2023-04-19,Gurugram,Haryana,Value,active
CUST000197,2023-02-27,Dwarka,Delhi,Mainstream,churned
CUST000198,2023-10-25,Bengaluru,Karnataka,Value,churned
CUST000199,2023-05-28,Faridabad,Haryana,Health-focused,churned
CUST000200,2023-07-03,Hubballi,Karnataka,Value,churned
CUST000201,2023-04-06,Rourkela,Odisha,Value,active
CUST000202,2023-03-24,Gurugram,Haryana,Mainstream,active
CUST000203,2023-03-21,Howrah,West Bengal,Premium,active
CUST000204,2023-07-20,Kochi,Kerala,Premium,churned
CUST000205,2023-10-17,Gwalior,Madhya Pradesh,Value,active
CUST000206,2023-12-11,Nagpur,Maharashtra,Value,active
CUST000207,2023-12-25,Indore,Madhya Pradesh,Mainstream,active
CUST000208,2023-12-02,Guwahati,Assam,Mainstream,active
CUST000209,2023-09-23,Noida,Uttar Pradesh,Value,active
CUST000210,2024-01-17,Pune,Maharashtra,Mainstream,active
CUST000211,2024-01-28,Nagpur,Maharashtra,Value,active
CUST000212,2023-04-20,Kozhikode,Kerala,Mainstream,active
CUST000213,2023-03-28,Surat,Gujarat,Mainstream,active
CUST000214,2023-03-20,Nizamabad,Telangana,Value,active
CUST000215,2023-09-04,Varanasi,Uttar Pradesh,Mainstream,active
CUST000216,2023-04-15,Bhagalpur,Bihar,Value,active
CUST000217,2023-04-05,Nizamabad,Telangana,Premium,active
CUST000218,2023-05-03,Hubballi,Karnataka,Mainstream,churned
CUST000219,2023-08-06,Kanpur,Uttar Pradesh,Value,active
CUST000220,2023-08-12,Kozhikode,Kerala,Premium,churned
CUST000221,2023-04-05,Jalandhar,Punjab,Value,active
CUST000222,2023-12-22,Surat,Gujarat,Premium,active
CUST000223,2023-10-14,Dwarka,Delhi,Value,active
CUST000224,2023-11-27,Gaya,Bihar,Mainstream,active
CUST000225,2023-10-21,Gurugram,Haryana,Mainstream,active
CUST000226,2024-02-12,Jaipur,Rajasthan,Value,active
CUST000227,2023-08-12,Bhopal,Madhya Pradesh,Value,churned
CUST000228,2023-08-27,Hyderabad,Telangana,Mainstream,active
CUST000229,2023-07-29,Kozhikode,Kerala,Value,churned
CUST000230,2023-09-21,Jodhpur,Rajasthan,Value,active
CUST000231,2023-07-03,Bhagalpur,Bihar,Mainstream,churned
CUST000232,2023-05-08,Saket,Delhi,Value,active
CUST000233,2023-06-19,New Delhi,Delhi,Value,active
CUST000234,2023-09-04,Hyderabad,Telangana,Premium,active
CUST000235,2023-04-05,Madurai,Tamil Nadu,Health-focused,active
CUST000236,2024-01-22,Mumbai,Maharashtra,Value,churned
CUST000237,2023-08-14,Patna,Bihar,Value,active
CUST000238,2023-03-23,New Delhi,Delhi,Health-focused,active
CUST000239,2023-09-16,Durgapur,West Bengal,Premium,active
CUST000240,2023-10-02,Guwahati,Assam,Value,active
CUST000241,2023-06-01,Siliguri,West Bengal,Value,churned
CUST000242,2023-05-13,Udaipur,Rajasthan,Mainstream,churned
CUST000243,2023-11-08,Mysuru,Karnataka,Mainstream,churned
CUST000244,2023-04-11,Rourkela,Odisha,Mainstream,active
CUST000245,2023-06-08,Kota,Rajasthan,Value,active
CUST000246,2023-08-28,Lucknow,Uttar Pradesh,Health-focused,churned
CUST000247,2023-08-21,Silchar,Assam,Premium,active
CUST000248,2023-03-11,Jalandhar,Punjab,Value,churned
CUST000249,2023-07-19,Ludhiana,Punjab,Value,churned
CUST000250,2023-12-22,Hubballi,Karnataka,Mainstream,churned
CUST000251,2024-01-28,Noida,Uttar Pradesh,Value,active
CUST000252,2023-03-26,Kanpur,Uttar Pradesh,Mainstream,active
CUST000253,2023-05-25,Varanasi,Uttar Pradesh,Value,churned
CUST000254,2024-02-18,Howrah,West Bengal,Mainstream,active
CUST000255,2024-02-19,Panipat,Haryana,Value,active
CUST000256,2023-12-11,Panipat,Haryana,Mainstream,active
CUST000257,2023-05-26,Rajkot,Gujarat,Mainstream,churned
CUST000258,2023-06-25,Guwahati,Assam,Value,active
CUST000259,2023-02-26,Lucknow,Uttar Pradesh,Mainstream,active
CUST000260,2023-08-19,Ludhiana,Punjab,Premium,active
CUST000261,2023-05-12,Siliguri,West Bengal,Value,active
CUST000262,2023-08-31,Hyderabad,Telangana,Premium,churned
CUST000263,2024-01-31,Madurai,Tamil Nadu,Mainstream,active
CUST000264,2023-07-30,Kozhikode,Kerala,Value,active
CUST000265,2023-10-07,Ludhiana,Punjab,Health-focused,churned
CUST000266,2024-02-23,Silchar,Assam,Value,churned
CUST000267,2023-05-26,Gurugram,Haryana,Mainstream,active
CUST000268,2023-07-26,Thiruvananthapuram,Kerala,Mainstream,active
CUST000269,2024-02-20,Hyderabad,Telangana,Mainstream,active
CUST000270,2023-12-31,Kozhikode,Kerala,Value,active
CUST000271,2023-04-20,Ludhiana,Punjab,Mainstream,churned
CUST000272,2023-04-06,Guwahati,Assam,Value,churned
CUST000273,2023-05-22,Kanpur,Uttar Pradesh,Health-focused,churned
CUST000274,2023-07-11,Madurai,Tamil Nadu,Mainstream,churned
CUST000275,2023-08-24,Surat,Gujarat,Mainstream,active
CUST000276,2023-03-22,Jaipur,Rajasthan,Mainstream,active
CUST000277,2023-05-22,Thiruvananthapuram,Kerala,Mainstream,churned
CUST000278,2023-08-24,Cuttack,Odisha,Premium,active
CUST000279,2023-12-18,Kochi,Kerala,Premium,active
CUST000280,2023-03-15,Noida,Uttar Pradesh,Mainstream,churned
CUST000281,2023-04-20,Bhopal,Madhya Pradesh,Value,churned
CUST000282,2023-09-06,Madurai,Tamil Nadu,Value,active
CUST000283,2023-04-14,Kolkata,West Bengal,Mainstream,active
CUST000284,2023-10-04,Jalandhar,Punjab,Mainstream,active
CUST000285,2023-04-18,Durgapur,West Bengal,Value,active
CUST000286,2023-09-23,Ludhiana,Punjab,Health-focused,active
CUST000287,2023-04-16,Udaipur,Rajasthan,Value,active
CUST000288,2023-11-04,Hubballi,Karnataka,Mainstream,active
CUST000289,2023-10-02,Hyderabad,Telangana,Value,active
CUST000290,2024-01-12,Madurai,Tamil Nadu,Premium,active
CUST000291,2023-06-11,Guwahati,Assam,Value,active
CUST000292,2023-10-26,Siliguri,West Bengal,Health-focused,active
CUST000293,2023-10-25,Rohini,Delhi,Premium,churned
CUST000294,2024-01-20,Silchar,Assam,Value,active
CUST000295,2023-09-09,Kochi,Kerala,Value,active
CUST000296,2023-07-10,Gurugram,Haryana,Mainstream,active
CUST000297,2023-07-13,Gaya,Bihar,Value,churned
CUST000298,2024-02-02,Mysuru,Karnataka,Premium,active
CUST000299,2023-11-30,New Delhi,Delhi,Mainstream,active
CUST000300,2023-03-29,Rourkela,Odisha,Value,active
CUST000301,2023-11-27,Kozhikode,Kerala,Mainstream,active
CUST000302,2023-10-27,Silchar,Assam,Premium,active
CUST000303,2023-03-15,Bhopal,Madhya Pradesh,Value,active
CUST000304,2023-10-13,Hyderabad,Telangana,Health-focused,active
CUST000305,2023-06-04,Howrah,West Bengal,Health-focused,churned
CUST000306,2024-02-10,Hyderabad,Telangana,Mainstream,churned
CUST000307,2024-01-13,Bhubaneswar,Odisha,Health-focused,active
CUST000308,2023-04-01,Nizamabad,Telangana,Value,active
CUST000309,2023-12-05,Salem,Tamil Nadu,Mainstream,churned
CUST000310,2023-03-04,Amritsar,Punjab,Mainstream,active
CUST000311,2023-05-12,Bhubaneswar,Odisha,Mainstream,active
CUST000312,2023-04-18,New Delhi,Delhi,Mainstream,active
CUST000313,2023-07-11,Gwalior,Madhya Pradesh,Premium,active
CUST000314,2024-01-03,Kozhikode,Kerala,Mainstream,churned
CUST000315,2023-09-20,Guwahati,Assam,Value,churned
CUST000316,2024-02-16,Nizamabad,Telangana,Mainstream,active
CUST000317,2023-08-14,Kochi,Kerala,Value,active
CUST000318,2023-07-13,Lucknow,Uttar Pradesh,Mainstream,active
CUST000319,2023-07-31,Gurugram,Haryana,Value,active
CUST000320,2024-02-17,Gwalior,Madhya Pradesh,Premium,active
CUST000321,2023-10-10,Dwarka,Delhi,Value,active
CUST000322,2024-01-01,Amritsar,Punjab,Mainstream,active
CUST000323,2023-09-22,Coimbatore,Tamil Nadu,Mainstream,active
CUST000324,2023-03-26,Silchar,Assam,Premium,active
CUST000325,2023-11-12,Kolkata,West Bengal,Value,churned
CUST000326,2023-11-21,Kochi,Kerala,Premium,churned
CUST000327,2023-06-08,Pune,Maharashtra,Value,active
CUST000328,2023-03-23,Mysuru,Karnataka,Value,active
CUST000329,2023-09-02,Panipat,Haryana,Value,active
CUST000330,2023-04-30,Bhagalpur,Bihar,Value,active
CUST000331,2023-12-27,Pune,Maharashtra,Value,active
CUST000332,2023-10-26,Patna,Bihar,Health-focused,churned
CUST000333,2023-07-08,Faridabad,Haryana,Value,active
CUST000334,2023-03-23,Madurai,Tamil Nadu,Value,active
CUST000335,2024-01-23,Howrah,West Bengal,Premium,active
CUST000336,2023-09-23,Noida,Uttar Pradesh,Value,active
CUST000337,2023-05-04,Mumbai,Maharashtra,Mainstream,churned
CUST000338,2024-01-03,Kolkata,West Bengal,Value,active
CUST000339,2023-09-06,Gwalior,Madhya Pradesh,Mainstream,active
CUST000340,2023-10-22,Faridabad,Haryana,Value,active
CUST000341,2023-03-01,Jabalpur,Madhya Pradesh,Mainstream,active
CUST000342,2024-01-03,Panipat,Haryana,Mainstream,active
CUST000343,2023-10-30,Gwalior,Madhya Pradesh,Mainstream,active
CUST000344,2024-01-19,Madurai,Tamil Nadu,Health-focused,active
CUST000345,2024-02-25,Amritsar,Punjab,Value,active
CUST000346,2023-06-29,Indore,Madhya Pradesh,Value,active
CUST000347,2024-02-09,Hubballi,Karnataka,Mainstream,active
CUST000348,2023-11-07,Nizamabad,Telangana,Value,active
CUST000349,2023-09-21,Gwalior,Madhya Pradesh,Health-focused,active
CUST000350,2024-02-23,Kozhikode,Kerala,Value,active
CUST000351,2023-06-19,Vadodara,Gujarat,Mainstream,active
CUST000352,2023-07-29,Silchar,Assam,Value,churned
CUST000353,2023-10-25,Howrah,West Bengal,Value,active
CUST000354,2023-12-09,Nizamabad,Telangana,Value,active
CUST000355,2023-06-19,Siliguri,West Bengal,Mainstream,active
CUST000356,2023-08-02,Gurugram,Haryana,Mainstream,active
CUST000357,2023-12-22,Cuttack,Odisha,Value,active
CUST000358,2023-10-24,Jabalpur,Madhya Pradesh,Premium,active
CUST000359,2023-06-05,Bengaluru,Karnataka,Mainstream,churned
CUST000360,2023-09-25,Saket,Delhi,Mainstream,active
CUST000361,2023-06-08,Mysuru,Karnataka,Value,active
CUST000362,2023-10-18,Jalandhar,Punjab,Health-focused,active
CUST000363,2023-05-29,Warangal,Telangana,Premium,active
CUST000364,2023-05-27,Salem,Tamil Nadu,Value,active
CUST000365,2023-07-16,Chandigarh,Punjab,Value,churned
CUST000366,2023-05-18,Surat,Gujarat,Mainstream,active
CUST000367,2023-10-06,Guwahati,Assam,Value,churned
CUST000368,2023-10-28,Cuttack,Odisha,Mainstream,churned
CUST000369,2023-06-08,Kochi,Kerala,Value,active
CUST000370,2023-11-24,Gurugram,Haryana,Premium,active
CUST000371,2024-01-12,Ahmedabad,Gujarat,Mainstream,active
CUST000372,2023-08-21,Noida,Uttar Pradesh,Mainstream,active
CUST000373,2023-11-10,Indore,Madhya Pradesh,Value,active
CUST000374,2023-03-21,Indore,Madhya Pradesh,Value,active
CUST000375,2023-11-19,Gwalior,Madhya Pradesh,Mainstream,active
CUST000376,2023-05-05,Jalandhar,Punjab,Premium,active
CUST000377,2023-06-02,Jalandhar,Punjab,Value,churned
CUST000378,2023-06-20,Durgapur,West Bengal,Value,active
CUST000379,2023-12-24,Hyderabad,Telangana,Mainstream,churned
CUST000380,2024-01-25,Kolkata,West Bengal,Value,active
CUST000381,2023-07-06,Hubballi,Karnataka,Premium,active
CUST000382,2024-01-26,Bengaluru,Karnataka,Mainstream,active
CUST000383,2023-09-27,Mumbai,Maharashtra,Mainstream,active
CUST000384,2023-07-05,Gaya,Bihar,Value,churned
CUST000385,2024-02-16,Silchar,Assam,Value,churned
CUST000386,2023-04-18,Nagpur,Maharashtra,Mainstream,churned
CUST000387,2023-04-20,Jodhpur,Rajasthan,Mainstream,active
CUST000388,2023-04-21,Rohini,Delhi,Value,active
CUST000389,2023-07-10,Guwahati,Assam,Mainstream,churned
CUST000390,2023-07-27,Vadodara,Gujarat,Mainstream,churned
CUST000391,2023-06-12,Kolkata,West Bengal,Mainstream,churned
CUST000392,2023-03-04,Dibrugarh,Assam,Value,active
CUST000393,2024-02-03,Chennai,Tamil Nadu,Premium,active
CUST000394,2023-11-14,Guwahati,Assam,Health-focused,churned
CUST000395,2024-01-21,Chennai,Tamil Nadu,Health-focused,active
CUST000396,2023-07-27,Varanasi,Uttar Pradesh,Health-focused,churned
CUST000397,2023-05-26,Kota,Rajasthan,Value,churned
CUST000398,2024-02-07,Mangaluru,Karnataka,Value,active
CUST000399,2023-04-15,Jalandhar,Punjab,Mainstream,churned
CUST000400,2024-01-31,Bengaluru,Karnataka,Premium,churned
CUST000401,2023-10-08,Siliguri,West Bengal,Value,active
CUST000402,2023-08-20,Jaipur,Rajasthan,Value,churned
CUST000403,2023-10-17,Kolkata,West Bengal,Mainstream,active
CUST000404,2023-10-28,Kota,Rajasthan,Mainstream,churned
CUST000405,2023-05-22,Rourkela,Odisha,Premium,active
CUST000406,2023-03-28,Dwarka,Delhi,Mainstream,churned
CUST000407,2023-12-25,Kolkata,West Bengal,Mainstream,active
CUST000408,2023-05-29,Silchar,Assam,Mainstream,active
CUST000409,2024-02-11,Thiruvananthapuram,Kerala,Mainstream,churned
CUST000410,2023-04-24,Warangal,Telangana,Health-focused,active
CUST000411,2023-07-09,Cuttack,Odisha,Value,active
CUST000412,2024-02-08,Chandigarh,Punjab,Mainstream,churned
CUST000413,2024-02-13,Kanpur,Uttar Pradesh,Mainstream,churned
CUST000414,2023-07-03,Saket,Delhi,Mainstream,active
CUST000415,2024-01-20,Dibrugarh,Assam,Mainstream,active
CUST000416,2023-12-08,Kochi,Kerala,Premium,active
CUST000417,2023-05-17,Bengaluru,Karnataka,Mainstream,active
CUST000418,2023-04-05,Dibrugarh,Assam,Premium,active
CUST000419,2023-07-18,Dibrugarh,Assam,Value,active
CUST000420,2023-09-07,Mysuru,Karnataka,Mainstream,churned
CUST000421,2023-10-11,Kochi,Kerala,Value,churned
CUST000422,2023-10-12,Patna,Bihar,Premium,churned
CUST000423,2024-01-26,Chandigarh,Punjab,Health-focused,active
CUST000424,2023-03-16,Mumbai,Maharashtra,Mainstream,active
CUST000425,2024-01-08,Mumbai,Maharashtra,Premium,active
CUST000426,2023-10-17,Indore,Madhya Pradesh,Mainstream,active
CUST000427,2023-06-20,Amritsar,Punjab,Premium,active
CUST000428,2024-01-09,Gaya,Bihar,Mainstream,churned
CUST000429,2023-10-15,Silchar,Assam,Mainstream,active
CUST000430,2023-06-19,New Delhi,Delhi,Premium,active
CUST000431,2024-01-16,Nagpur,Maharashtra,Value,active
CUST000432,2023-03-21,Gwalior,Madhya Pradesh,Mainstream,churned
CUST000433,2023-09-23,Durgapur,West Bengal,Value,active
CUST000434,2023-06-02,Rohini,Delhi,Mainstream,active
CUST000435,2023-06-03,Saket,Delhi,Value,active
CUST000436,2023-03-21,Chandigarh,Punjab,Premium,active
CUST000437,2023-12-24,Saket,Delhi,Mainstream,active
CUST000438,2023-03-22,Warangal,Telangana,Value,churned
